MOTIONS (ORIGIN OF INTERNAL CALCULATING COORDINATE, INTERPOLATE, ONLY RIDIG MODAL)
--------------------------------------------------------------
WAVE ANGLE = 0.00
PERIOD   FREQ                           P1   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
2.367    2.655    -1.927e-002  3.097e-001  3.103e-001   93.560
2.349    2.675    -1.951e-002  3.123e-001  3.129e-001   93.575
2.331    2.696    -1.973e-002  3.149e-001  3.155e-001   93.585
2.313    2.717    -1.992e-002  3.175e-001  3.181e-001   93.590
2.295    2.737    -2.008e-002  3.201e-001  3.207e-001   93.590
2.278    2.758    -2.030e-002  3.226e-001  3.233e-001   93.600
2.261    2.778    -2.057e-002  3.252e-001  3.259e-001   93.619
2.245    2.799    -2.081e-002  3.279e-001  3.286e-001   93.632
2.228    2.820    -2.103e-002  3.306e-001  3.312e-001   93.640
2.212    2.840    -2.122e-002  3.333e-001  3.339e-001   93.644
2.196    2.861    -2.140e-002  3.359e-001  3.366e-001   93.644
2.181    2.881    -2.152e-002  3.386e-001  3.393e-001   93.637
2.165    2.902    -2.138e-002  3.412e-001  3.419e-001   93.585
2.150    2.923    -2.155e-002  3.447e-001  3.453e-001   93.578
2.135    2.943    -2.196e-002  3.473e-001  3.480e-001   93.618
2.120    2.964    -2.212e-002  3.500e-001  3.507e-001   93.617
2.105    2.984    -2.225e-002  3.528e-001  3.535e-001   93.609
2.091    3.005    -2.237e-002  3.555e-001  3.562e-001   93.601
2.077    3.026    -2.250e-002  3.583e-001  3.590e-001   93.593
2.063    3.046    -2.262e-002  3.612e-001  3.619e-001   93.584
2.049    3.067    -2.274e-002  3.640e-001  3.648e-001   93.574
2.035    3.087    -2.283e-002  3.669e-001  3.677e-001   93.561
2.022    3.108    -2.292e-002  3.699e-001  3.706e-001   93.546
2.008    3.129    -2.299e-002  3.728e-001  3.735e-001   93.528
1.995    3.149    -2.305e-002  3.758e-001  3.765e-001   93.509
1.982    3.170    -2.309e-002  3.788e-001  3.795e-001   93.489
1.969    3.190    -2.313e-002  3.818e-001  3.825e-001   93.466
1.957    3.211    -2.315e-002  3.849e-001  3.856e-001   93.442
1.944    3.232    -2.317e-002  3.880e-001  3.887e-001   93.417
1.932    3.252    -2.317e-002  3.912e-001  3.918e-001   93.390
1.920    3.273    -2.316e-002  3.943e-001  3.950e-001   93.362
1.908    3.293    -2.315e-002  3.975e-001  3.982e-001   93.332
1.896    3.314    -2.312e-002  4.008e-001  4.015e-001   93.302
1.884    3.335    -2.309e-002  4.041e-001  4.047e-001   93.270
1.873    3.355    -2.304e-002  4.074e-001  4.081e-001   93.237
1.861    3.376    -2.299e-002  4.108e-001  4.114e-001   93.204
1.850    3.396    -2.294e-002  4.142e-001  4.148e-001   93.170
1.839    3.417    -2.287e-002  4.177e-001  4.183e-001   93.135
1.828    3.438    -2.281e-002  4.212e-001  4.218e-001   93.100
1.817    3.458    -2.274e-002  4.248e-001  4.254e-001   93.064
1.806    3.479    -2.267e-002  4.284e-001  4.290e-001   93.029
1.795    3.499    -2.260e-002  4.321e-001  4.327e-001   92.994
1.785    3.520    -2.253e-002  4.358e-001  4.364e-001   92.959
1.775    3.541    -2.246e-002  4.396e-001  4.402e-001   92.925
1.764    3.561    -2.240e-002  4.434e-001  4.440e-001   92.892
1.754    3.582    -2.235e-002  4.474e-001  4.479e-001   92.860
1.744    3.603    -2.230e-002  4.513e-001  4.519e-001   92.829
1.734    3.623    -2.227e-002  4.554e-001  4.559e-001   92.800
1.724    3.644    -2.225e-002  4.595e-001  4.600e-001   92.773
1.715    3.664    -2.225e-002  4.636e-001  4.642e-001   92.748
1.705    3.685    -2.227e-002  4.678e-001  4.684e-001   92.725
1.696    3.706    -2.231e-002  4.721e-001  4.727e-001   92.706
1.686    3.726    -2.238e-002  4.765e-001  4.770e-001   92.689
1.677    3.747    -2.247e-002  4.809e-001  4.815e-001   92.675
1.668    3.767    -2.259e-002  4.854e-001  4.860e-001   92.665
1.659    3.788    -2.275e-002  4.900e-001  4.905e-001   92.658
1.650    3.809    -2.294e-002  4.946e-001  4.952e-001   92.655
1.641    3.829    -2.316e-002  4.993e-001  4.999e-001   92.656
1.632    3.850    -2.343e-002  5.041e-001  5.047e-001   92.661
1.623    3.870    -2.374e-002  5.090e-001  5.095e-001   92.671
1.615    3.891    -2.410e-002  5.139e-001  5.144e-001   92.685
1.606    3.912    -2.451e-002  5.188e-001  5.194e-001   92.704
1.598    3.932    -2.496e-002  5.239e-001  5.245e-001   92.728
1.590    3.953    -2.547e-002  5.290e-001  5.296e-001   92.757
1.581    3.973    -2.604e-002  5.342e-001  5.348e-001   92.791
1.573    3.994    -2.666e-002  5.395e-001  5.401e-001   92.829
1.565    4.015    -2.735e-002  5.448e-001  5.455e-001   92.874
1.557    4.035    -2.810e-002  5.503e-001  5.510e-001   92.923
1.549    4.056    -2.891e-002  5.557e-001  5.565e-001   92.978
1.541    4.076    -2.980e-002  5.613e-001  5.621e-001   93.039
1.534    4.097    -3.076e-002  5.670e-001  5.678e-001   93.105
1.526    4.118    -3.179e-002  5.727e-001  5.735e-001   93.177
1.518    4.138    -3.290e-002  5.784e-001  5.794e-001   93.255
1.511    4.159    -3.410e-002  5.843e-001  5.853e-001   93.340
1.503    4.179    -3.539e-002  5.904e-001  5.914e-001   93.431
1.496    4.200    -3.679e-002  5.965e-001  5.976e-001   93.529
--------------------------------------------------------------
WAVE ANGLE = 120.00
PERIOD   FREQ                           P6   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
--------------------------------------------------------------
62.832   0.100     9.060e-004 -2.324e-003  2.495e-003  -68.704
52.098   0.121     9.559e-004 -1.928e-003  2.152e-003  -63.628
44.497   0.141     9.499e-004 -1.644e-003  1.899e-003  -59.984
38.831   0.162     9.309e-004 -1.431e-003  1.707e-003  -56.959
34.445   0.182     9.137e-004 -1.266e-003  1.561e-003  -54.177
30.949   0.203     9.035e-004 -1.134e-003  1.450e-003  -51.461
28.098   0.224     9.002e-004 -1.027e-003  1.366e-003  -48.775
25.727   0.244     9.006e-004 -9.391e-004  1.301e-003  -46.199
23.726   0.265     9.023e-004 -8.648e-004  1.250e-003  -43.782
22.013   0.285     9.042e-004 -8.012e-004  1.208e-003  -41.546
20.531   0.306     9.055e-004 -7.461e-004  1.173e-003  -39.490
19.236   0.327     9.061e-004 -6.978e-004  1.144e-003  -37.599
18.095   0.347     9.063e-004 -6.549e-004  1.118e-003  -35.854
17.081   0.368     9.064e-004 -6.168e-004  1.096e-003  -34.234
16.175   0.388     9.064e-004 -5.825e-004  1.077e-003  -32.728
15.361   0.409     9.066e-004 -5.517e-004  1.061e-003  -31.322
14.624   0.430     9.069e-004 -5.238e-004  1.047e-003  -30.009
13.955   0.450     9.073e-004 -4.984e-004  1.035e-003  -28.781
13.344   0.471     9.077e-004 -4.751e-004  1.025e-003  -27.630
12.785   0.491     9.081e-004 -4.538e-004  1.015e-003  -26.551
12.270   0.512     9.086e-004 -4.341e-004  1.007e-003  -25.538
11.796   0.533     9.090e-004 -4.159e-004  9.996e-004  -24.583
11.357   0.553     9.095e-004 -3.989e-004  9.931e-004  -23.683
10.949   0.574     9.099e-004 -3.831e-004  9.873e-004  -22.834
10.569   0.594     9.104e-004 -3.684e-004  9.821e-004  -22.030
10.215   0.615     9.109e-004 -3.546e-004  9.775e-004  -21.268
9.884    0.636     9.114e-004 -3.416e-004  9.734e-004  -20.545
9.574    0.656     9.120e-004 -3.294e-004  9.697e-004  -19.859
9.283    0.677     9.126e-004 -3.179e-004  9.663e-004  -19.205
9.008    0.697     9.132e-004 -3.070e-004  9.634e-004  -18.583
8.750    0.718     9.138e-004 -2.967e-004  9.607e-004  -17.989
8.506    0.739     9.144e-004 -2.869e-004  9.583e-004  -17.422
8.275    0.759     9.150e-004 -2.776e-004  9.562e-004  -16.879
8.056    0.780     9.157e-004 -2.688e-004  9.543e-004  -16.360
7.849    0.801     9.164e-004 -2.604e-004  9.526e-004  -15.861
7.652    0.821     9.171e-004 -2.523e-004  9.512e-004  -15.383
7.465    0.842     9.178e-004 -2.446e-004  9.498e-004  -14.923
7.286    0.862     9.185e-004 -2.372e-004  9.487e-004  -14.481
7.116    0.883     9.193e-004 -2.302e-004  9.477e-004  -14.056
6.954    0.904     9.201e-004 -2.234e-004  9.468e-004  -13.645
6.799    0.924     9.209e-004 -2.168e-004  9.461e-004  -13.249
6.651    0.945     9.217e-004 -2.105e-004  9.455e-004  -12.867
6.509    0.965     9.226e-004 -2.045e-004  9.450e-004  -12.497
6.373    0.986     9.235e-004 -1.986e-004  9.446e-004  -12.140
6.242    1.007     9.243e-004 -1.930e-004  9.443e-004  -11.793
6.117    1.027     9.253e-004 -1.875e-004  9.441e-004  -11.458
5.997    1.048     9.262e-004 -1.823e-004  9.440e-004  -11.132
5.881    1.068     9.272e-004 -1.771e-004  9.439e-004  -10.816
5.770    1.089     9.281e-004 -1.722e-004  9.440e-004  -10.509
5.663    1.110     9.291e-004 -1.674e-004  9.441e-004  -10.210
5.560    1.130     9.302e-004 -1.627e-004  9.443e-004   -9.920
5.460    1.151     9.312e-004 -1.581e-004  9.446e-004   -9.637
5.364    1.171     9.323e-004 -1.537e-004  9.449e-004   -9.361
5.271    1.192     9.334e-004 -1.494e-004  9.453e-004   -9.092
5.182    1.213     9.345e-004 -1.452e-004  9.457e-004   -8.830
5.095    1.233     9.357e-004 -1.411e-004  9.463e-004   -8.574
5.011    1.254     9.369e-004 -1.371e-004  9.468e-004   -8.323
4.930    1.274     9.380e-004 -1.331e-004  9.475e-004   -8.079
4.852    1.295     9.393e-004 -1.293e-004  9.481e-004   -7.839
4.776    1.316     9.405e-004 -1.256e-004  9.489e-004   -7.605
4.702    1.336     9.418e-004 -1.219e-004  9.497e-004   -7.375
4.631    1.357     9.431e-004 -1.183e-004  9.505e-004   -7.150
4.562    1.377     9.444e-004 -1.148e-004  9.514e-004   -6.929
4.494    1.398     9.458e-004 -1.113e-004  9.523e-004   -6.713
4.429    1.419     9.472e-004 -1.079e-004  9.533e-004   -6.500
4.366    1.439     9.486e-004 -1.046e-004  9.543e-004   -6.291
4.304    1.460     9.500e-004 -1.013e-004  9.554e-004   -6.085
4.244    1.480     9.515e-004 -9.804e-005  9.565e-004   -5.883
4.186    1.501     9.530e-004 -9.486e-005  9.577e-004   -5.684
4.129    1.522     9.545e-004 -9.171e-005  9.589e-004   -5.489
4.074    1.542     9.560e-004 -8.861e-005  9.601e-004   -5.296
4.020    1.563     9.576e-004 -8.556e-005  9.614e-004   -5.105
3.968    1.583     9.592e-004 -8.253e-005  9.628e-004   -4.918
3.917    1.604     9.609e-004 -7.955e-005  9.641e-004   -4.733
3.867    1.625     9.625e-004 -7.660e-005  9.656e-004   -4.550
3.819    1.645     9.642e-004 -7.367e-005  9.670e-004   -4.369
3.772    1.666     9.660e-004 -7.078e-005  9.685e-004   -4.191
3.726    1.686     9.677e-004 -6.791e-005  9.701e-004   -4.014
3.681    1.707     9.695e-004 -6.507e-005  9.717e-004   -3.840
3.637    1.728     9.713e-004 -6.225e-005  9.733e-004   -3.667
3.594    1.748     9.732e-004 -5.945e-005  9.750e-004   -3.496
3.552    1.769     9.751e-004 -5.667e-005  9.767e-004   -3.326
3.511    1.789     9.770e-004 -5.390e-005  9.785e-004   -3.158
3.471    1.810     9.789e-004 -5.115e-005  9.803e-004   -2.991
3.432    1.831     9.809e-004 -4.841e-005  9.821e-004   -2.825
3.394    1.851     9.829e-004 -4.568e-005  9.840e-004   -2.661
3.357    1.872     9.850e-004 -4.296e-005  9.859e-004   -2.497
3.320    1.892     9.871e-004 -4.025e-005  9.879e-004   -2.335
3.284    1.913     9.892e-004 -3.754e-005  9.899e-004   -2.173
3.249    1.934     9.914e-004 -3.483e-005  9.920e-004   -2.012
3.215    1.954     9.936e-004 -3.213e-005  9.941e-004   -1.852
3.182    1.975     9.958e-004 -2.943e-005  9.962e-004   -1.693
3.149    1.995     9.980e-004 -2.672e-005  9.984e-004   -1.534
3.117    2.016     1.000e-003 -2.401e-005  1.001e-003   -1.375
3.085    2.037     1.003e-003 -2.130e-005  1.003e-003   -1.217
3.054    2.057     1.005e-003 -1.857e-005  1.005e-003   -1.059
3.024    2.078     1.007e-003 -1.584e-005  1.008e-003   -0.901
2.994    2.098     1.010e-003 -1.309e-005  1.010e-003   -0.743
2.965    2.119     1.012e-003 -1.033e-005  1.012e-003   -0.585
2.936    2.140     1.015e-003 -7.559e-006  1.015e-003   -0.427
2.908    2.160     1.017e-003 -4.767e-006  1.017e-003   -0.268
2.881    2.181     1.020e-003 -1.955e-006  1.020e-003   -0.110
2.854    2.202     1.023e-003  8.779e-007  1.023e-003    0.049
2.828    2.222     1.025e-003  3.735e-006  1.025e-003    0.209
2.802    2.243     1.028e-003  6.618e-006  1.028e-003    0.369
2.776    2.263     1.031e-003  9.529e-006  1.031e-003    0.530
2.751    2.284     1.033e-003  1.247e-005  1.033e-003    0.691
2.726    2.305     1.036e-003  1.545e-005  1.036e-003    0.854
2.702    2.325     1.039e-003  1.846e-005  1.039e-003    1.018
2.679    2.346     1.042e-003  2.151e-005  1.042e-003    1.183
2.655    2.366     1.045e-003  2.460e-005  1.045e-003    1.349
2.632    2.387     1.048e-003  2.773e-005  1.048e-003    1.516
2.610    2.408     1.050e-003  3.091e-005  1.051e-003    1.685
2.588    2.428     1.053e-003  3.413e-005  1.054e-003    1.856
2.566    2.449     1.056e-003  3.741e-005  1.057e-003    2.028
2.544    2.469     1.059e-003  4.075e-005  1.060e-003    2.203
2.523    2.490     1.062e-003  4.414e-005  1.063e-003    2.379
2.503    2.511     1.065e-003  4.759e-005  1.067e-003    2.557
2.482    2.531     1.069e-003  5.110e-005  1.070e-003    2.738
2.462    2.552     1.072e-003  5.469e-005  1.073e-003    2.921
2.443    2.572     1.075e-003  5.834e-005  1.076e-003    3.107
2.423    2.593     1.078e-003  6.207e-005  1.080e-003    3.296
2.404    2.614     1.081e-003  6.587e-005  1.083e-003    3.487
2.385    2.634     1.084e-003  6.976e-005  1.086e-003    3.682
2.367    2.655     1.087e-003  7.373e-005  1.090e-003    3.880
2.349    2.675     1.090e-003  7.779e-005  1.093e-003    4.081
2.331    2.696     1.093e-003  8.195e-005  1.097e-003    4.286
2.313    2.717     1.097e-003  8.620e-005  1.100e-003    4.495
2.295    2.737     1.100e-003  9.055e-005  1.103e-003    4.707
2.278    2.758     1.103e-003  9.501e-005  1.107e-003    4.924
2.261    2.778     1.106e-003  9.957e-005  1.110e-003    5.145
2.245    2.799     1.109e-003  1.043e-004  1.114e-003    5.371
2.228    2.820     1.112e-003  1.091e-004  1.117e-003    5.602
2.212    2.840     1.115e-003  1.140e-004  1.121e-003    5.837
2.196    2.861     1.118e-003  1.190e-004  1.124e-003    6.078
2.181    2.881     1.121e-003  1.242e-004  1.127e-003    6.324
2.165    2.902     1.123e-003  1.295e-004  1.131e-003    6.576
2.150    2.923     1.126e-003  1.350e-004  1.134e-003    6.834
2.135    2.943     1.129e-003  1.406e-004  1.137e-003    7.098
2.120    2.964     1.131e-003  1.463e-004  1.141e-003    7.368
2.105    2.984     1.134e-003  1.522e-004  1.144e-003    7.645
2.091    3.005     1.136e-003  1.582e-004  1.147e-003    7.929
2.077    3.026     1.138e-003  1.644e-004  1.150e-003    8.220
2.063    3.046     1.141e-003  1.708e-004  1.153e-003    8.518
2.049    3.067     1.142e-003  1.773e-004  1.156e-003    8.823
2.035    3.087     1.144e-003  1.840e-004  1.159e-003    9.137
2.022    3.108     1.146e-003  1.909e-004  1.162e-003    9.458
2.008    3.129     1.147e-003  1.979e-004  1.164e-003    9.788
1.995    3.149     1.149e-003  2.051e-004  1.167e-003   10.126
1.982    3.170     1.150e-003  2.125e-004  1.169e-003   10.473
1.969    3.190     1.151e-003  2.201e-004  1.171e-003   10.828
1.957    3.211     1.151e-003  2.278e-004  1.173e-003   11.193
1.944    3.232     1.151e-003  2.357e-004  1.175e-003   11.567
1.932    3.252     1.152e-003  2.437e-004  1.177e-003   11.950
1.920    3.273     1.151e-003  2.519e-004  1.179e-003   12.343
1.908    3.293     1.151e-003  2.603e-004  1.180e-003   12.746
1.896    3.314     1.150e-003  2.688e-004  1.181e-003   13.159
1.884    3.335     1.149e-003  2.775e-004  1.182e-003   13.582
1.873    3.355     1.147e-003  2.863e-004  1.182e-003   14.015
1.861    3.376     1.145e-003  2.952e-004  1.183e-003   14.457
1.850    3.396     1.143e-003  3.043e-004  1.182e-003   14.911
1.839    3.417     1.140e-003  3.134e-004  1.182e-003   15.374
1.828    3.438     1.137e-003  3.227e-004  1.182e-003   15.848
1.817    3.458     1.133e-003  3.320e-004  1.181e-003   16.332
1.806    3.479     1.129e-003  3.413e-004  1.179e-003   16.825
1.795    3.499     1.124e-003  3.507e-004  1.177e-003   17.329
1.785    3.520     1.119e-003  3.601e-004  1.175e-003   17.843
1.775    3.541     1.113e-003  3.695e-004  1.173e-003   18.366
1.764    3.561     1.107e-003  3.789e-004  1.170e-003   18.899
1.754    3.582     1.100e-003  3.883e-004  1.167e-003   19.440
1.744    3.603     1.093e-003  3.975e-004  1.163e-003   19.991
1.734    3.623     1.085e-003  4.067e-004  1.158e-003   20.550
1.724    3.644     1.076e-003  4.157e-004  1.154e-003   21.117
1.715    3.664     1.067e-003  4.245e-004  1.149e-003   21.691
1.705    3.685     1.058e-003  4.332e-004  1.143e-003   22.273
1.696    3.706     1.047e-003  4.416e-004  1.137e-003   22.861
1.686    3.726     1.037e-003  4.497e-004  1.130e-003   23.455
1.677    3.747     1.025e-003  4.576e-004  1.123e-003   24.055
1.668    3.767     1.013e-003  4.652e-004  1.115e-003   24.660
1.659    3.788     1.001e-003  4.724e-004  1.107e-003   25.269
1.650    3.809     9.879e-004  4.793e-004  1.098e-003   25.881
1.641    3.829     9.744e-004  4.857e-004  1.089e-003   26.497
1.632    3.850     9.604e-004  4.917e-004  1.079e-003   27.114
1.623    3.870     9.459e-004  4.973e-004  1.069e-003   27.733
1.615    3.891     9.310e-004  5.024e-004  1.058e-003   28.351
1.606    3.912     9.157e-004  5.069e-004  1.047e-003   28.969
1.598    3.932     9.000e-004  5.109e-004  1.035e-003   29.585
1.590    3.953     8.839e-004  5.144e-004  1.023e-003   30.201
1.581    3.973     8.675e-004  5.174e-004  1.010e-003   30.815
1.573    3.994     8.508e-004  5.199e-004  9.971e-004   31.427
1.565    4.015     8.339e-004  5.218e-004  9.837e-004   32.037
1.557    4.035     8.167e-004  5.232e-004  9.699e-004   32.644
1.549    4.056     7.994e-004  5.240e-004  9.558e-004   33.244
1.541    4.076     7.818e-004  5.241e-004  9.412e-004   33.834
1.534    4.097     7.641e-004  5.234e-004  9.262e-004   34.414
1.526    4.118     7.462e-004  5.221e-004  9.107e-004   34.980
1.518    4.138     7.283e-004  5.202e-004  8.950e-004   35.540
1.511    4.159     7.103e-004  5.179e-004  8.791e-004   36.098
1.503    4.179     6.925e-004  5.155e-004  8.633e-004   36.662
1.496    4.200     6.750e-004  5.130e-004  8.478e-004   37.236
--------------------------------------------------------------
WAVE ANGLE = 180.00
PERIOD   FREQ                           P1   
------   ----     --------------------------------------------
(SECS)  (RAD/S)        REAL      IMAGE         AMP      PHASE
--------------------------------------------------------------
62.832   0.100     1.831e-002 -2.214e+001  2.214e+001  -89.953
52.098   0.121     1.937e-002 -1.836e+001  1.837e+001  -89.940
44.497   0.141     1.927e-002 -1.568e+001  1.568e+001  -89.930
38.831   0.162     1.891e-002 -1.368e+001  1.369e+001  -89.921
34.445   0.182     1.857e-002 -1.214e+001  1.214e+001  -89.912
30.949   0.203     1.838e-002 -1.090e+001  1.090e+001  -89.903
28.098   0.224     1.833e-002 -9.896e+000  9.896e+000  -89.894
25.727   0.244     1.834e-002 -9.060e+000  9.060e+000  -89.884
23.726   0.265     1.839e-002 -8.354e+000  8.354e+000  -89.874
22.013   0.285     1.843e-002 -7.750e+000  7.750e+000  -89.864
20.531   0.306     1.847e-002 -7.227e+000  7.227e+000  -89.854
19.236   0.327     1.849e-002 -6.770e+000  6.770e+000  -89.844
18.095   0.347     1.850e-002 -6.367e+000  6.367e+000  -89.833
17.081   0.368     1.851e-002 -6.009e+000  6.009e+000  -89.823
16.175   0.388     1.853e-002 -5.689e+000  5.689e+000  -89.813
15.361   0.409     1.854e-002 -5.401e+000  5.401e+000  -89.803
14.624   0.430     1.856e-002 -5.140e+000  5.140e+000  -89.793
13.955   0.450     1.858e-002 -4.904e+000  4.904e+000  -89.783
